index,state,country,lat,long,date,recovered,recovered_new
7171,,eswatini,-26.5225,31.4659,2020-02-20,0,0
7415,,eswatini,-26.5225,31.4659,2020-02-21,0,0
7659,,eswatini,-26.5225,31.4659,2020-02-22,0,0
7903,,eswatini,-26.5225,31.4659,2020-02-23,0,0
8147,,eswatini,-26.5225,31.4659,2020-02-24,0,0
8391,,eswatini,-26.5225,31.4659,2020-02-25,0,0
8635,,eswatini,-26.5225,31.4659,2020-02-26,0,0
8879,,eswatini,-26.5225,31.4659,2020-02-27,0,0
9123,,eswatini,-26.5225,31.4659,2020-02-28,0,0
9367,,eswatini,-26.5225,31.4659,2020-02-29,0,0
9611,,eswatini,-26.5225,31.4659,2020-03-01,0,0
9855,,eswatini,-26.5225,31.4659,2020-03-02,0,0
10099,,eswatini,-26.5225,31.4659,2020-03-03,0,0
10343,,eswatini,-26.5225,31.4659,2020-03-04,0,0
10587,,eswatini,-26.5225,31.4659,2020-03-05,0,0
10831,,eswatini,-26.5225,31.4659,2020-03-06,0,0
11075,,eswatini,-26.5225,31.4659,2020-03-07,0,0
11319,,eswatini,-26.5225,31.4659,2020-03-08,0,0
11563,,eswatini,-26.5225,31.4659,2020-03-09,0,0
11807,,eswatini,-26.5225,31.4659,2020-03-10,0,0
12051,,eswatini,-26.5225,31.4659,2020-03-11,0,0
12295,,eswatini,-26.5225,31.4659,2020-03-12,0,0
12539,,eswatini,-26.5225,31.4659,2020-03-13,0,0
12783,,eswatini,-26.5225,31.4659,2020-03-14,0,0
13027,,eswatini,-26.5225,31.4659,2020-03-15,0,0
13271,,eswatini,-26.5225,31.4659,2020-03-16,0,0
13515,,eswatini,-26.5225,31.4659,2020-03-17,0,0
13759,,eswatini,-26.5225,31.4659,2020-03-18,0,0
14003,,eswatini,-26.5225,31.4659,2020-03-19,0,0
14247,,eswatini,-26.5225,31.4659,2020-03-20,0,0
14491,,eswatini,-26.5225,31.4659,2020-03-21,0,0
14735,,eswatini,-26.5225,31.4659,2020-03-22,0,0
14979,,eswatini,-26.5225,31.4659,2020-03-23,0,0
15223,,eswatini,-26.5225,31.4659,2020-03-24,0,0
15467,,eswatini,-26.5225,31.4659,2020-03-25,0,0
15711,,eswatini,-26.5225,31.4659,2020-03-26,0,0
15955,,eswatini,-26.5225,31.4659,2020-03-27,0,0
16199,,eswatini,-26.5225,31.4659,2020-03-28,0,0
16443,,eswatini,-26.5225,31.4659,2020-03-29,0,0
16687,,eswatini,-26.5225,31.4659,2020-03-30,0,0
16931,,eswatini,-26.5225,31.4659,2020-03-31,0,0
17175,,eswatini,-26.5225,31.4659,2020-04-01,0,0
17419,,eswatini,-26.5225,31.4659,2020-04-02,0,0
17663,,eswatini,-26.5225,31.4659,2020-04-03,0,0
96,,ethiopia,9.145,40.4897,2020-01-22,0,0
340,,ethiopia,9.145,40.4897,2020-01-23,0,0
584,,ethiopia,9.145,40.4897,2020-01-24,0,0
828,,ethiopia,9.145,40.4897,2020-01-25,0,0
1072,,ethiopia,9.145,40.4897,2020-01-26,0,0
1316,,ethiopia,9.145,40.4897,2020-01-27,0,0
1560,,ethiopia,9.145,40.4897,2020-01-28,0,0
1804,,ethiopia,9.145,40.4897,2020-01-29,0,0
2048,,ethiopia,9.145,40.4897,2020-01-30,0,0
2292,,ethiopia,9.145,40.4897,2020-01-31,0,0
2536,,ethiopia,9.145,40.4897,2020-02-01,0,0
2780,,ethiopia,9.145,40.4897,2020-02-02,0,0
3024,,ethiopia,9.145,40.4897,2020-02-03,0,0
3268,,ethiopia,9.145,40.4897,2020-02-04,0,0
3512,,ethiopia,9.145,40.4897,2020-02-05,0,0
3756,,ethiopia,9.145,40.4897,2020-02-06,0,0
4000,,ethiopia,9.145,40.4897,2020-02-07,0,0
4244,,ethiopia,9.145,40.4897,2020-02-08,0,0
4488,,ethiopia,9.145,40.4897,2020-02-09,0,0
4732,,ethiopia,9.145,40.4897,2020-02-10,0,0
4976,,ethiopia,9.145,40.4897,2020-02-11,0,0
5220,,ethiopia,9.145,40.4897,2020-02-12,0,0
5464,,ethiopia,9.145,40.4897,2020-02-13,0,0
5708,,ethiopia,9.145,40.4897,2020-02-14,0,0
5952,,ethiopia,9.145,40.4897,2020-02-15,0,0
6196,,ethiopia,9.145,40.4897,2020-02-16,0,0
6440,,ethiopia,9.145,40.4897,2020-02-17,0,0
6684,,ethiopia,9.145,40.4897,2020-02-18,0,0
6928,,ethiopia,9.145,40.4897,2020-02-19,0,0
7172,,ethiopia,9.145,40.4897,2020-02-20,0,0
7416,,ethiopia,9.145,40.4897,2020-02-21,0,0
7660,,ethiopia,9.145,40.4897,2020-02-22,0,0
7904,,ethiopia,9.145,40.4897,2020-02-23,0,0
8148,,ethiopia,9.145,40.4897,2020-02-24,0,0
8392,,ethiopia,9.145,40.4897,2020-02-25,0,0
8636,,ethiopia,9.145,40.4897,2020-02-26,0,0
8880,,ethiopia,9.145,40.4897,2020-02-27,0,0
9124,,ethiopia,9.145,40.4897,2020-02-28,0,0
9368,,ethiopia,9.145,40.4897,2020-02-29,0,0
9612,,ethiopia,9.145,40.4897,2020-03-01,0,0
9856,,ethiopia,9.145,40.4897,2020-03-02,0,0
10100,,ethiopia,9.145,40.4897,2020-03-03,0,0
10344,,ethiopia,9.145,40.4897,2020-03-04,0,0
10588,,ethiopia,9.145,40.4897,2020-03-05,0,0
10832,,ethiopia,9.145,40.4897,2020-03-06,0,0
11076,,ethiopia,9.145,40.4897,2020-03-07,0,0
11320,,ethiopia,9.145,40.4897,2020-03-08,0,0
11564,,ethiopia,9.145,40.4897,2020-03-09,0,0
11808,,ethiopia,9.145,40.4897,2020-03-10,0,0
12052,,ethiopia,9.145,40.4897,2020-03-11,0,0
12296,,ethiopia,9.145,40.4897,2020-03-12,0,0
12540,,ethiopia,9.145,40.4897,2020-03-13,0,0
12784,,ethiopia,9.145,40.4897,2020-03-14,0,0
13028,,ethiopia,9.145,40.4897,2020-03-15,0,0
13272,,ethiopia,9.145,40.4897,2020-03-16,0,0
13516,,ethiopia,9.145,40.4897,2020-03-17,0,0
13760,,ethiopia,9.145,40.4897,2020-03-18,0,0
14004,,ethiopia,9.145,40.4897,2020-03-19,0,0
14248,,ethiopia,9.145,40.4897,2020-03-20,0,0
14492,,ethiopia,9.145,40.4897,2020-03-21,0,0
14736,,ethiopia,9.145,40.4897,2020-03-22,4,4
14980,,ethiopia,9.145,40.4897,2020-03-23,4,0
15224,,ethiopia,9.145,40.4897,2020-03-24,0,-4
15468,,ethiopia,9.145,40.4897,2020-03-25,0,0
15712,,ethiopia,9.145,40.4897,2020-03-26,0,0
15956,,ethiopia,9.145,40.4897,2020-03-27,0,0
16200,,ethiopia,9.145,40.4897,2020-03-28,1,1
16444,,ethiopia,9.145,40.4897,2020-03-29,1,0
16688,,ethiopia,9.145,40.4897,2020-03-30,4,3
16932,,ethiopia,9.145,40.4897,2020-03-31,2,-2
17176,,ethiopia,9.145,40.4897,2020-04-01,2,0
17420,,ethiopia,9.145,40.4897,2020-04-02,3,1
17664,,ethiopia,9.145,40.4897,2020-04-03,3,0
97,,fiji,-17.7134,178.065,2020-01-22,0,0
341,,fiji,-17.7134,178.065,2020-01-23,0,0
585,,fiji,-17.7134,178.065,2020-01-24,0,0
829,,fiji,-17.7134,178.065,2020-01-25,0,0
1073,,fiji,-17.7134,178.065,2020-01-26,0,0
1317,,fiji,-17.7134,178.065,2020-01-27,0,0
1561,,fiji,-17.7134,178.065,2020-01-28,0,0
1805,,fiji,-17.7134,178.065,2020-01-29,0,0
2049,,fiji,-17.7134,178.065,2020-01-30,0,0
2293,,fiji,-17.7134,178.065,2020-01-31,0,0
2537,,fiji,-17.7134,178.065,2020-02-01,0,0
2781,,fiji,-17.7134,178.065,2020-02-02,0,0
3025,,fiji,-17.7134,178.065,2020-02-03,0,0
3269,,fiji,-17.7134,178.065,2020-02-04,0,0
3513,,fiji,-17.7134,178.065,2020-02-05,0,0
3757,,fiji,-17.7134,178.065,2020-02-06,0,0
4001,,fiji,-17.7134,178.065,2020-02-07,0,0
4245,,fiji,-17.7134,178.065,2020-02-08,0,0
4489,,fiji,-17.7134,178.065,2020-02-09,0,0
4733,,fiji,-17.7134,178.065,2020-02-10,0,0
4977,,fiji,-17.7134,178.065,2020-02-11,0,0
5221,,fiji,-17.7134,178.065,2020-02-12,0,0
5465,,fiji,-17.7134,178.065,2020-02-13,0,0
5709,,fiji,-17.7134,178.065,2020-02-14,0,0
5953,,fiji,-17.7134,178.065,2020-02-15,0,0
6197,,fiji,-17.7134,178.065,2020-02-16,0,0
6441,,fiji,-17.7134,178.065,2020-02-17,0,0
6685,,fiji,-17.7134,178.065,2020-02-18,0,0
6929,,fiji,-17.7134,178.065,2020-02-19,0,0
7173,,fiji,-17.7134,178.065,2020-02-20,0,0
7417,,fiji,-17.7134,178.065,2020-02-21,0,0
7661,,fiji,-17.7134,178.065,2020-02-22,0,0
7905,,fiji,-17.7134,178.065,2020-02-23,0,0
8149,,fiji,-17.7134,178.065,2020-02-24,0,0
8393,,fiji,-17.7134,178.065,2020-02-25,0,0
8637,,fiji,-17.7134,178.065,2020-02-26,0,0
8881,,fiji,-17.7134,178.065,2020-02-27,0,0
9125,,fiji,-17.7134,178.065,2020-02-28,0,0
9369,,fiji,-17.7134,178.065,2020-02-29,0,0
9613,,fiji,-17.7134,178.065,2020-03-01,0,0
9857,,fiji,-17.7134,178.065,2020-03-02,0,0
10101,,fiji,-17.7134,178.065,2020-03-03,0,0
10345,,fiji,-17.7134,178.065,2020-03-04,0,0
10589,,fiji,-17.7134,178.065,2020-03-05,0,0
10833,,fiji,-17.7134,178.065,2020-03-06,0,0
11077,,fiji,-17.7134,178.065,2020-03-07,0,0
11321,,fiji,-17.7134,178.065,2020-03-08,0,0
11565,,fiji,-17.7134,178.065,2020-03-09,0,0
11809,,fiji,-17.7134,178.065,2020-03-10,0,0
12053,,fiji,-17.7134,178.065,2020-03-11,0,0
12297,,fiji,-17.7134,178.065,2020-03-12,0,0
12541,,fiji,-17.7134,178.065,2020-03-13,0,0
12785,,fiji,-17.7134,178.065,2020-03-14,0,0
13029,,fiji,-17.7134,178.065,2020-03-15,0,0
13273,,fiji,-17.7134,178.065,2020-03-16,0,0
13517,,fiji,-17.7134,178.065,2020-03-17,0,0
13761,,fiji,-17.7134,178.065,2020-03-18,0,0
14005,,fiji,-17.7134,178.065,2020-03-19,0,0
14249,,fiji,-17.7134,178.065,2020-03-20,0,0
14493,,fiji,-17.7134,178.065,2020-03-21,0,0
14737,,fiji,-17.7134,178.065,2020-03-22,0,0
14981,,fiji,-17.7134,178.065,2020-03-23,0,0
15225,,fiji,-17.7134,178.065,2020-03-24,0,0
15469,,fiji,-17.7134,178.065,2020-03-25,0,0
15713,,fiji,-17.7134,178.065,2020-03-26,0,0
15957,,fiji,-17.7134,178.065,2020-03-27,0,0
16201,,fiji,-17.7134,178.065,2020-03-28,0,0
16445,,fiji,-17.7134,178.065,2020-03-29,0,0
16689,,fiji,-17.7134,178.065,2020-03-30,0,0
16933,,fiji,-17.7134,178.065,2020-03-31,0,0
17177,,fiji,-17.7134,178.065,2020-04-01,0,0
17421,,fiji,-17.7134,178.065,2020-04-02,0,0
17665,,fiji,-17.7134,178.065,2020-04-03,0,0
98,,finland,64.0,26.0,2020-01-22,0,0
342,,finland,64.0,26.0,2020-01-23,0,0
586,,finland,64.0,26.0,2020-01-24,0,0
830,,finland,64.0,26.0,2020-01-25,0,0
1074,,finland,64.0,26.0,2020-01-26,0,0
1318,,finland,64.0,26.0,2020-01-27,0,0
1562,,finland,64.0,26.0,2020-01-28,0,0
1806,,finland,64.0,26.0,2020-01-29,0,0
2050,,finland,64.0,26.0,2020-01-30,0,0
2294,,finland,64.0,26.0,2020-01-31,0,0
2538,,finland,64.0,26.0,2020-02-01,0,0
2782,,finland,64.0,26.0,2020-02-02,0,0
3026,,finland,64.0,26.0,2020-02-03,0,0
3270,,finland,64.0,26.0,2020-02-04,0,0
3514,,finland,64.0,26.0,2020-02-05,0,0
3758,,finland,64.0,26.0,2020-02-06,0,0
4002,,finland,64.0,26.0,2020-02-07,0,0
4246,,finland,64.0,26.0,2020-02-08,0,0
4490,,finland,64.0,26.0,2020-02-09,0,0
4734,,finland,64.0,26.0,2020-02-10,0,0
4978,,finland,64.0,26.0,2020-02-11,0,0
5222,,finland,64.0,26.0,2020-02-12,1,1
5466,,finland,64.0,26.0,2020-02-13,1,0
5710,,finland,64.0,26.0,2020-02-14,1,0
5954,,finland,64.0,26.0,2020-02-15,1,0
6198,,finland,64.0,26.0,2020-02-16,1,0
6442,,finland,64.0,26.0,2020-02-17,1,0
6686,,finland,64.0,26.0,2020-02-18,1,0
6930,,finland,64.0,26.0,2020-02-19,1,0
7174,,finland,64.0,26.0,2020-02-20,1,0
7418,,finland,64.0,26.0,2020-02-21,1,0
7662,,finland,64.0,26.0,2020-02-22,1,0
7906,,finland,64.0,26.0,2020-02-23,1,0
8150,,finland,64.0,26.0,2020-02-24,1,0
8394,,finland,64.0,26.0,2020-02-25,1,0
8638,,finland,64.0,26.0,2020-02-26,1,0
8882,,finland,64.0,26.0,2020-02-27,1,0
9126,,finland,64.0,26.0,2020-02-28,1,0
9370,,finland,64.0,26.0,2020-02-29,1,0
9614,,finland,64.0,26.0,2020-03-01,1,0
9858,,finland,64.0,26.0,2020-03-02,1,0
10102,,finland,64.0,26.0,2020-03-03,1,0
10346,,finland,64.0,26.0,2020-03-04,1,0
10590,,finland,64.0,26.0,2020-03-05,1,0
10834,,finland,64.0,26.0,2020-03-06,1,0
11078,,finland,64.0,26.0,2020-03-07,1,0
11322,,finland,64.0,26.0,2020-03-08,1,0
11566,,finland,64.0,26.0,2020-03-09,1,0
11810,,finland,64.0,26.0,2020-03-10,1,0
12054,,finland,64.0,26.0,2020-03-11,1,0
12298,,finland,64.0,26.0,2020-03-12,1,0
12542,,finland,64.0,26.0,2020-03-13,1,0
12786,,finland,64.0,26.0,2020-03-14,1,0
13030,,finland,64.0,26.0,2020-03-15,10,9
13274,,finland,64.0,26.0,2020-03-16,10,0
13518,,finland,64.0,26.0,2020-03-17,10,0
13762,,finland,64.0,26.0,2020-03-18,10,0
14006,,finland,64.0,26.0,2020-03-19,10,0
14250,,finland,64.0,26.0,2020-03-20,10,0
14494,,finland,64.0,26.0,2020-03-21,10,0
14738,,finland,64.0,26.0,2020-03-22,10,0
14982,,finland,64.0,26.0,2020-03-23,10,0
15226,,finland,64.0,26.0,2020-03-24,10,0
15470,,finland,64.0,26.0,2020-03-25,10,0
15714,,finland,64.0,26.0,2020-03-26,10,0
15958,,finland,64.0,26.0,2020-03-27,10,0
16202,,finland,64.0,26.0,2020-03-28,10,0
16446,,finland,64.0,26.0,2020-03-29,10,0
16690,,finland,64.0,26.0,2020-03-30,10,0
16934,,finland,64.0,26.0,2020-03-31,10,0
17178,,finland,64.0,26.0,2020-04-01,10,0
17422,,finland,64.0,26.0,2020-04-02,300,290
17666,,finland,64.0,26.0,2020-04-03,300,0
108,,france,46.2276,2.2137,2020-01-22,0,0
352,,france,46.2276,2.2137,2020-01-23,0,0
596,,france,46.2276,2.2137,2020-01-24,0,0
840,,france,46.2276,2.2137,2020-01-25,0,0
1084,,france,46.2276,2.2137,2020-01-26,0,0
1328,,france,46.2276,2.2137,2020-01-27,0,0
1572,,france,46.2276,2.2137,2020-01-28,0,0
1816,,france,46.2276,2.2137,2020-01-29,0,0
2060,,france,46.2276,2.2137,2020-01-30,0,0
2304,,france,46.2276,2.2137,2020-01-31,0,0
2548,,france,46.2276,2.2137,2020-02-01,0,0
2792,,france,46.2276,2.2137,2020-02-02,0,0
3036,,france,46.2276,2.2137,2020-02-03,0,0
3280,,france,46.2276,2.2137,2020-02-04,0,0
3524,,france,46.2276,2.2137,2020-02-05,0,0
3768,,france,46.2276,2.2137,2020-02-06,0,0
4012,,france,46.2276,2.2137,2020-02-07,0,0
4256,,france,46.2276,2.2137,2020-02-08,0,0
4500,,france,46.2276,2.2137,2020-02-09,0,0
4744,,france,46.2276,2.2137,2020-02-10,0,0
4988,,france,46.2276,2.2137,2020-02-11,0,0
5232,,france,46.2276,2.2137,2020-02-12,2,2
5476,,france,46.2276,2.2137,2020-02-13,2,0
5720,,france,46.2276,2.2137,2020-02-14,2,0
5964,,france,46.2276,2.2137,2020-02-15,4,2
6208,,france,46.2276,2.2137,2020-02-16,4,0
6452,,france,46.2276,2.2137,2020-02-17,4,0
6696,,france,46.2276,2.2137,2020-02-18,4,0
6940,,france,46.2276,2.2137,2020-02-19,4,0
7184,,france,46.2276,2.2137,2020-02-20,4,0
7428,,france,46.2276,2.2137,2020-02-21,4,0
7672,,france,46.2276,2.2137,2020-02-22,4,0
7916,,france,46.2276,2.2137,2020-02-23,4,0
8160,,france,46.2276,2.2137,2020-02-24,4,0
8404,,france,46.2276,2.2137,2020-02-25,11,7
8648,,france,46.2276,2.2137,2020-02-26,11,0
8892,,france,46.2276,2.2137,2020-02-27,11,0
9136,,france,46.2276,2.2137,2020-02-28,11,0
9380,,france,46.2276,2.2137,2020-02-29,12,1
9624,,france,46.2276,2.2137,2020-03-01,12,0
9868,,france,46.2276,2.2137,2020-03-02,12,0
10112,,france,46.2276,2.2137,2020-03-03,12,0
10356,,france,46.2276,2.2137,2020-03-04,12,0
10600,,france,46.2276,2.2137,2020-03-05,12,0
10844,,france,46.2276,2.2137,2020-03-06,12,0
11088,,france,46.2276,2.2137,2020-03-07,12,0
11332,,france,46.2276,2.2137,2020-03-08,12,0
11576,,france,46.2276,2.2137,2020-03-09,12,0
11820,,france,46.2276,2.2137,2020-03-10,12,0
12064,,france,46.2276,2.2137,2020-03-11,12,0
12308,,france,46.2276,2.2137,2020-03-12,12,0
12552,,france,46.2276,2.2137,2020-03-13,12,0
12796,,france,46.2276,2.2137,2020-03-14,12,0
13040,,france,46.2276,2.2137,2020-03-15,12,0
13284,,france,46.2276,2.2137,2020-03-16,12,0
13528,,france,46.2276,2.2137,2020-03-17,12,0
13772,,france,46.2276,2.2137,2020-03-18,12,0
14016,,france,46.2276,2.2137,2020-03-19,12,0
14260,,france,46.2276,2.2137,2020-03-20,12,0
14504,,france,46.2276,2.2137,2020-03-21,12,0
14748,,france,46.2276,2.2137,2020-03-22,2200,2188
14992,,france,46.2276,2.2137,2020-03-23,2200,0
15236,,france,46.2276,2.2137,2020-03-24,3243,1043
15480,,france,46.2276,2.2137,2020-03-25,3900,657
15724,,france,46.2276,2.2137,2020-03-26,4948,1048
15968,,france,46.2276,2.2137,2020-03-27,5700,752
16212,,france,46.2276,2.2137,2020-03-28,5700,0
16456,,france,46.2276,2.2137,2020-03-29,7202,1502
16700,,france,46.2276,2.2137,2020-03-30,7927,725
16944,,france,46.2276,2.2137,2020-03-31,9444,1517
17188,,france,46.2276,2.2137,2020-04-01,10934,1490
17432,,france,46.2276,2.2137,2020-04-02,12428,1494
17676,,france,46.2276,2.2137,2020-04-03,14008,1580
99,french-guiana,france,3.9339,-53.1258,2020-01-22,0,0
343,french-guiana,france,3.9339,-53.1258,2020-01-23,0,0
587,french-guiana,france,3.9339,-53.1258,2020-01-24,0,0
831,french-guiana,france,3.9339,-53.1258,2020-01-25,0,0
1075,french-guiana,france,3.9339,-53.1258,2020-01-26,0,0
1319,french-guiana,france,3.9339,-53.1258,2020-01-27,0,0
1563,french-guiana,france,3.9339,-53.1258,2020-01-28,0,0
1807,french-guiana,france,3.9339,-53.1258,2020-01-29,0,0
2051,french-guiana,france,3.9339,-53.1258,2020-01-30,0,0
2295,french-guiana,france,3.9339,-53.1258,2020-01-31,0,0
2539,french-guiana,france,3.9339,-53.1258,2020-02-01,0,0
2783,french-guiana,france,3.9339,-53.1258,2020-02-02,0,0
3027,french-guiana,france,3.9339,-53.1258,2020-02-03,0,0
3271,french-guiana,france,3.9339,-53.1258,2020-02-04,0,0
3515,french-guiana,france,3.9339,-53.1258,2020-02-05,0,0
3759,french-guiana,france,3.9339,-53.1258,2020-02-06,0,0
4003,french-guiana,france,3.9339,-53.1258,2020-02-07,0,0
4247,french-guiana,france,3.9339,-53.1258,2020-02-08,0,0
4491,french-guiana,france,3.9339,-53.1258,2020-02-09,0,0
4735,french-guiana,france,3.9339,-53.1258,2020-02-10,0,0
4979,french-guiana,france,3.9339,-53.1258,2020-02-11,0,0
5223,french-guiana,france,3.9339,-53.1258,2020-02-12,0,0
5467,french-guiana,france,3.9339,-53.1258,2020-02-13,0,0
5711,french-guiana,france,3.9339,-53.1258,2020-02-14,0,0
5955,french-guiana,france,3.9339,-53.1258,2020-02-15,0,0
6199,french-guiana,france,3.9339,-53.1258,2020-02-16,0,0
6443,french-guiana,france,3.9339,-53.1258,2020-02-17,0,0
6687,french-guiana,france,3.9339,-53.1258,2020-02-18,0,0
6931,french-guiana,france,3.9339,-53.1258,2020-02-19,0,0
7175,french-guiana,france,3.9339,-53.1258,2020-02-20,0,0
7419,french-guiana,france,3.9339,-53.1258,2020-02-21,0,0
7663,french-guiana,france,3.9339,-53.1258,2020-02-22,0,0
7907,french-guiana,france,3.9339,-53.1258,2020-02-23,0,0
8151,french-guiana,france,3.9339,-53.1258,2020-02-24,0,0
8395,french-guiana,france,3.9339,-53.1258,2020-02-25,0,0
8639,french-guiana,france,3.9339,-53.1258,2020-02-26,0,0
8883,french-guiana,france,3.9339,-53.1258,2020-02-27,0,0
9127,french-guiana,france,3.9339,-53.1258,2020-02-28,0,0
9371,french-guiana,france,3.9339,-53.1258,2020-02-29,0,0
9615,french-guiana,france,3.9339,-53.1258,2020-03-01,0,0
9859,french-guiana,france,3.9339,-53.1258,2020-03-02,0,0
10103,french-guiana,france,3.9339,-53.1258,2020-03-03,0,0
10347,french-guiana,france,3.9339,-53.1258,2020-03-04,0,0
10591,french-guiana,france,3.9339,-53.1258,2020-03-05,0,0
10835,french-guiana,france,3.9339,-53.1258,2020-03-06,0,0
11079,french-guiana,france,3.9339,-53.1258,2020-03-07,0,0
11323,french-guiana,france,3.9339,-53.1258,2020-03-08,0,0
11567,french-guiana,france,3.9339,-53.1258,2020-03-09,0,0
11811,french-guiana,france,3.9339,-53.1258,2020-03-10,0,0
12055,french-guiana,france,3.9339,-53.1258,2020-03-11,0,0
12299,french-guiana,france,3.9339,-53.1258,2020-03-12,0,0
12543,french-guiana,france,3.9339,-53.1258,2020-03-13,0,0
12787,french-guiana,france,3.9339,-53.1258,2020-03-14,0,0
13031,french-guiana,france,3.9339,-53.1258,2020-03-15,0,0
13275,french-guiana,france,3.9339,-53.1258,2020-03-16,0,0
13519,french-guiana,france,3.9339,-53.1258,2020-03-17,0,0
13763,french-guiana,france,3.9339,-53.1258,2020-03-18,0,0
14007,french-guiana,france,3.9339,-53.1258,2020-03-19,0,0
14251,french-guiana,france,3.9339,-53.1258,2020-03-20,0,0
14495,french-guiana,france,3.9339,-53.1258,2020-03-21,0,0
14739,french-guiana,france,3.9339,-53.1258,2020-03-22,6,6
14983,french-guiana,france,3.9339,-53.1258,2020-03-23,6,0
15227,french-guiana,france,3.9339,-53.1258,2020-03-24,6,0
15471,french-guiana,france,3.9339,-53.1258,2020-03-25,6,0
15715,french-guiana,france,3.9339,-53.1258,2020-03-26,6,0
15959,french-guiana,france,3.9339,-53.1258,2020-03-27,6,0
16203,french-guiana,france,3.9339,-53.1258,2020-03-28,6,0
16447,french-guiana,france,3.9339,-53.1258,2020-03-29,6,0
16691,french-guiana,france,3.9339,-53.1258,2020-03-30,6,0
16935,french-guiana,france,3.9339,-53.1258,2020-03-31,6,0
17179,french-guiana,france,3.9339,-53.1258,2020-04-01,15,9
17423,french-guiana,france,3.9339,-53.1258,2020-04-02,15,0
17667,french-guiana,france,3.9339,-53.1258,2020-04-03,22,7
100,french-polynesia,france,-17.6797,149.4068,2020-01-22,0,0
344,french-polynesia,france,-17.6797,149.4068,2020-01-23,0,0
588,french-polynesia,france,-17.6797,149.4068,2020-01-24,0,0
832,french-polynesia,france,-17.6797,149.4068,2020-01-25,0,0
1076,french-polynesia,france,-17.6797,149.4068,2020-01-26,0,0
1320,french-polynesia,france,-17.6797,149.4068,2020-01-27,0,0
1564,french-polynesia,france,-17.6797,149.4068,2020-01-28,0,0
1808,french-polynesia,france,-17.6797,149.4068,2020-01-29,0,0
2052,french-polynesia,france,-17.6797,149.4068,2020-01-30,0,0
2296,french-polynesia,france,-17.6797,149.4068,2020-01-31,0,0
2540,french-polynesia,france,-17.6797,149.4068,2020-02-01,0,0
2784,french-polynesia,france,-17.6797,149.4068,2020-02-02,0,0
3028,french-polynesia,france,-17.6797,149.4068,2020-02-03,0,0
3272,french-polynesia,france,-17.6797,149.4068,2020-02-04,0,0
3516,french-polynesia,france,-17.6797,149.4068,2020-02-05,0,0
3760,french-polynesia,france,-17.6797,149.4068,2020-02-06,0,0
4004,french-polynesia,france,-17.6797,149.4068,2020-02-07,0,0
4248,french-polynesia,france,-17.6797,149.4068,2020-02-08,0,0
4492,french-polynesia,france,-17.6797,149.4068,2020-02-09,0,0
4736,french-polynesia,france,-17.6797,149.4068,2020-02-10,0,0
4980,french-polynesia,france,-17.6797,149.4068,2020-02-11,0,0
5224,french-polynesia,france,-17.6797,149.4068,2020-02-12,0,0
5468,french-polynesia,france,-17.6797,149.4068,2020-02-13,0,0
5712,french-polynesia,france,-17.6797,149.4068,2020-02-14,0,0
5956,french-polynesia,france,-17.6797,149.4068,2020-02-15,0,0
6200,french-polynesia,france,-17.6797,149.4068,2020-02-16,0,0
6444,french-polynesia,france,-17.6797,149.4068,2020-02-17,0,0
6688,french-polynesia,france,-17.6797,149.4068,2020-02-18,0,0
6932,french-polynesia,france,-17.6797,149.4068,2020-02-19,0,0
7176,french-polynesia,france,-17.6797,149.4068,2020-02-20,0,0
7420,french-polynesia,france,-17.6797,149.4068,2020-02-21,0,0
7664,french-polynesia,france,-17.6797,149.4068,2020-02-22,0,0
7908,french-polynesia,france,-17.6797,149.4068,2020-02-23,0,0
8152,french-polynesia,france,-17.6797,149.4068,2020-02-24,0,0
8396,french-polynesia,france,-17.6797,149.4068,2020-02-25,0,0
8640,french-polynesia,france,-17.6797,149.4068,2020-02-26,0,0
8884,french-polynesia,france,-17.6797,149.4068,2020-02-27,0,0
9128,french-polynesia,france,-17.6797,149.4068,2020-02-28,0,0
9372,french-polynesia,france,-17.6797,149.4068,2020-02-29,0,0
9616,french-polynesia,france,-17.6797,149.4068,2020-03-01,0,0
9860,french-polynesia,france,-17.6797,149.4068,2020-03-02,0,0
10104,french-polynesia,france,-17.6797,149.4068,2020-03-03,0,0
10348,french-polynesia,france,-17.6797,149.4068,2020-03-04,0,0
10592,french-polynesia,france,-17.6797,149.4068,2020-03-05,0,0
10836,french-polynesia,france,-17.6797,149.4068,2020-03-06,0,0
11080,french-polynesia,france,-17.6797,149.4068,2020-03-07,0,0
11324,french-polynesia,france,-17.6797,149.4068,2020-03-08,0,0
11568,french-polynesia,france,-17.6797,149.4068,2020-03-09,0,0
11812,french-polynesia,france,-17.6797,149.4068,2020-03-10,0,0
12056,french-polynesia,france,-17.6797,149.4068,2020-03-11,0,0
12300,french-polynesia,france,-17.6797,149.4068,2020-03-12,0,0
12544,french-polynesia,france,-17.6797,149.4068,2020-03-13,0,0
12788,french-polynesia,france,-17.6797,149.4068,2020-03-14,0,0
13032,french-polynesia,france,-17.6797,149.4068,2020-03-15,0,0
13276,french-polynesia,france,-17.6797,149.4068,2020-03-16,0,0
13520,french-polynesia,france,-17.6797,149.4068,2020-03-17,0,0
13764,french-polynesia,france,-17.6797,149.4068,2020-03-18,0,0
14008,french-polynesia,france,-17.6797,149.4068,2020-03-19,0,0
14252,french-polynesia,france,-17.6797,149.4068,2020-03-20,0,0
